avg_ops,avg_runtime_s,n,ops_ratio_vs_prev,runtime_ratio_vs_prev,stdev_runtime_s,trials
9800.5,0.0008113916497677565,50,,,0.0008088701934123626,20
80850.5,0.0052702562999911605,100,,,0.005269601714655144,20
656700.5,0.04102039380231872,200,8.122404932560714,7.7833774046980455,0.04102360261525911,20
5293400.5,0.3432020189000468,400,8.060600684787053,8.366619310237995,0.3433361625130972,20
42506800.5,2.832873574949917,800,8.030150089720209,8.25424507708084,2.8341142221091182,20
