avg_ops,avg_runtime_s,n,stdev_runtime_s,trials
19600.0,0.0011656541988486423,50,2.067423125633941e-05,10
161700.0,0.00840006270154845,100,7.70815260296311e-05,10
1313400.0,0.06649324150057509,200,0.00021912940557821704,10
10586800.0,0.5716689333014073,400,0.004027279542101883,10
85013600.0,4.727080937399296,800,0.03804964670225724,10
